,code_id,period_id,timestamp,end_timestamp,code,01. Phase,02. Situation Type,04. Rating,03. Outcomes,Time Period,Opponent,00. Start Phase,<flag>New Flag
220,221,1,3533.999369413998,3562.797528748002,O3 Break Through,Transition,After D4 Def. Box,Neutral,Keep The Ball,46 - 60 min,Lyngby,O3 Break Through,
221,222,1,3560.999844541993,3583.7864777777777,O2 Build Up,,O3 to O2,Successful,Progress to Next Phase,46 - 60 min,Lyngby,O2 Build Up,
222,223,1,3564.2934740399965,3594.199529582,O3 Break Through,Established Play,Central Play Infront of Backline,Unsuccessful,Ball Loss --> D3 Press,46 - 60 min,Lyngby,O3 Break Through,
223,224,1,3583.5991608739973,3609.6004037059934,O3 Break Through,Transition,Transition After CP,Neutral,Keep The Ball,46 - 60 min,Lyngby,O3 Break Through,
224,225,1,3585.5003499989957,3602.199963205992,D1 Counterpress,,After O3/O4,Successful,Direct to O3/O4 OFF Transit,46 - 60 min,Lyngby,,
225,226,1,3603.0001540409976,3664.6254222222224,O2 Build Up,,O2 Throw-In,Neutral,Stay In Phase,61 - 75 min,Lyngby,O2 Build Up,
226,227,1,3654.6254222222224,3666.898616704993,D1 Counterpress,,After O2 build-up,Successful,"Intercept. -> Estab. (O1, O2, O3)",61 - 75 min,Lyngby,,
227,228,1,3713.499757260992,3736.3875,O2 Build Up,,O2 Throw-In,Unsuccessful,Ball Loss --> D3 Press,61 - 75 min,Lyngby,O2 Build Up,
228,229,1,3722.5000507229906,3747.6408444444446,O3 Break Through,Transition,Transition After CP,Successful,"Cross, Shot, Set-Piece or Box Entry",61 - 75 min,Lyngby,O3 Break Through,
229,230,1,3726.898722290997,3741.700451305995,D1 Counterpress,,After O2 build-up,Successful,Direct to O3/O4 OFF Transit,61 - 75 min,Lyngby,,
230,231,1,3728.098881705002,3754.7958884089962,O4 Finishing,Established Play,Through Pass,Unsuccessful,Intercepted by Defence,61 - 75 min,Lyngby,O4 Finishing,
231,232,1,3758.1985190769974,3779.3823794639975,D3 Middle / Lower Pressing,,D3 Goal Kick or Free Kick,Successful,Direct to O3/O4 OFF Transit,61 - 75 min,Lyngby,,
232,233,1,3761.500345756994,3788.5978985899956,O3 Break Through,Transition,D3 Win Ball Low/Middle,Neutral,Keep The Ball,61 - 75 min,Lyngby,O3 Break Through,
233,234,1,3796.5989135389973,3820.5991357009993,O3 Break Through,Established Play,Central Play Infront of Backline,Neutral,Keep The Ball,61 - 75 min,Lyngby,O3 Break Through,
234,235,1,3805.1993123139982,3815.800034288002,O2 Build Up,,O2 Free Kick,Successful,Progress to Next Phase,61 - 75 min,Lyngby,O2 Build Up,
235,236,1,3811.099627365997,3824.2952570750017,D1 Counterpress,,After O2 build-up,Successful,"Intercept. -> Estab. (O1, O2, O3)",61 - 75 min,Lyngby,,
236,237,1,3821.4979310669937,3850.9467222222224,O3 Break Through,Established Play,4v4 or Less On Half Pitch,Successful,Lead to O4 chance,61 - 75 min,Lyngby,O3 Break Through,
237,238,1,3822.298540324995,3832.399028533998,O2 Build Up,,O2 After Regain,Neutral,Stay In Phase,61 - 75 min,Lyngby,O2 Build Up,
238,239,1,3830.098711824994,3840.800190107994,O1 Play from the Back,,O2 to O1,Successful,Progress to O3-O4,61 - 75 min,Lyngby,O1 Play from the Back,
239,240,1,3830.9467222222224,3850.9992733889976,O4 Finishing,Established Play,1v1,Successful,Chance,61 - 75 min,Lyngby,O4 Finishing,
240,241,1,3869.6996945109963,3899.5999702430013,O4 Finishing,Corner Kick,Short Variation,Neutral,"Cross, Shot, Set-Piece or Box Entry",61 - 75 min,Lyngby,O4 Finishing,
241,242,1,3889.2026854799965,3900.2026854799965,off corner,,,,,,Lyngby,,
242,243,1,3914.295647522997,3941.5000722849954,O4 Finishing,Corner Kick,Front Area,Unsuccessful,DEF Transition,61 - 75 min,Lyngby,O4 Finishing,
243,244,1,3933.1977267859957,3950.9003175780012,D2 Finding Balance,,After Offensive Set-Piece,Unsuccessful,"Cross, Shot, Set-Piece or Box Entry",61 - 75 min,Lyngby,,
244,245,1,3933.9910555555557,3944.9910555555557,off corner,,,,,,Lyngby,,
245,246,1,3935.299284745002,3960.0964963699967,D4 Defending the Box,Transition,Cutback,Neutral,"Cross, Shot, Set-Piece or Box Entry",61 - 75 min,Lyngby,,
246,247,1,3982.2574,4002.599954288996,D4 Defending the Box,Corner Kick,Central Area,Unsuccessful,Open Chance,61 - 75 min,Lyngby,,
247,248,1,3986.599500539993,4009.599500539993,Goal OPP,,Corner Kick,,,,Lyngby,,
248,249,1,3995.2574,4006.2574,def corner,,,,,,Lyngby,,
249,250,1,4045.5989268330027,4061.480511111111,O2 Build Up,,O2 Free Kick,Neutral,Stay In Phase,61 - 75 min,Lyngby,O2 Build Up,
250,251,1,4051.480511111111,4062.398218777997,D1 Counterpress,,After O2 build-up,Successful,"Intercept. -> Estab. (O1, O2, O3)",61 - 75 min,Lyngby,,
251,252,1,4063.0993009449953,4079.699361374995,O2 Build Up,,O2 Throw-In,Neutral,Stay In Phase,61 - 75 min,Lyngby,O2 Build Up,
252,253,1,4077.2998459989913,4128.000372489992,O1 Play from the Back,,O2 to O1,Unsuccessful,Ball Loss --> D3 Press,61 - 75 min,Lyngby,O1 Play from the Back,
253,254,1,4118.798759113995,4131.801133404998,D1 Counterpress,,After O1 build-up,Successful,"Intercept. -> Estab. (O1, O2, O3)",61 - 75 min,Lyngby,,
254,255,1,4125.000610529996,4190.093333333333,O1 Play from the Back,,O1 After Regain,Successful,Progress to Next Phase,61 - 75 min,Lyngby,O1 Play from the Back,
255,256,1,4191.9972002089935,4212.699837457994,O1 Play from the Back,,O1 Goal Kick or Free Kick,Successful,Progress to Next Phase,61 - 75 min,Lyngby,O1 Play from the Back,
256,257,1,4193.598383415991,4219.400115582996,O3 Break Through,Established Play,Early Through Pass or Cross,Unsuccessful,Ball Loss --> D3 Press,61 - 75 min,Lyngby,O3 Break Through,
257,258,1,4209.799122291001,4227.273088888889,D1 Counterpress,,After O3/O4,Successful,"Intercept. -> Estab. (O1, O2, O3)",61 - 75 min,Lyngby,,
258,259,1,4219.198691791,4243.000034291995,O3 Break Through,Established Play,4v4 or Less On Half Pitch,Unsuccessful,Ball Loss --> D3 Press,61 - 75 min,Lyngby,O3 Break Through,
259,260,1,4227.999248834,4238.499062415998,O1 Play from the Back,,O1 After Regain,Successful,Progress to Next Phase,61 - 75 min,Lyngby,O1 Play from the Back,
260,261,1,4228.027633333333,4250.299330251001,O3 Break Through,Transition,D3 High Press on Opp. Half,Unsuccessful,Ball Loss --> D3 Press,61 - 75 min,Lyngby,O3 Break Through,
261,262,1,4240.9998266669945,4246.799170818995,D3 High Pressing,,After Ball Loss,Successful,Direct to O3/O4 OFF Transit,61 - 75 min,Lyngby,,
262,263,1,4255.200022248993,4275.899842375996,D3 High Pressing,,After Ball Loss,Neutral,Stay In Phase,61 - 75 min,Lyngby,,
263,264,1,4273.600068542001,4296.900222971002,D3 Middle / Lower Pressing,,D3 From High to Med/Low,Successful,Direct to O3/O4 OFF Transit,61 - 75 min,Lyngby,,
264,265,1,4277.699188346998,4306.49723393,O3 Break Through,Transition,D3 Win Ball Low/Middle,Unsuccessful,Ball Loss --> D3 Press,61 - 75 min,Lyngby,O3 Break Through,
265,266,1,4305.433333333333,4317.499486071996,D3 High Pressing,,After Ball Loss,Neutral,Stay In Phase,61 - 75 min,Lyngby,,
266,267,1,4314.999680114992,4352.1990654649935,D3 Middle / Lower Pressing,,D3 Press on Throw-In,Neutral,Stay In Phase,61 - 75 min,Lyngby,,
267,268,1,4349.597356797999,4364.799210206998,D3 High Pressing,,D3 From Low/Med to High,Unsuccessful,D4 Chance,61 - 75 min,Lyngby,,
268,269,1,4355.299749999,4367.895441805996,D2 Finding Balance,,D3 High Press on Opp. Half,Unsuccessful,D4 Chance,61 - 75 min,Lyngby,,
269,270,1,4355.453333333333,4375.082144444445,D4 Defending the Box,Established Play,Through Pass,Unsuccessful,Open Chance,,Lyngby,,
270,271,1,4410.298046206998,4429.200263820002,O1 Play from the Back,,O1 Goal Kick or Free Kick,Unsuccessful,Ball Loss --> D3 Press,61 - 75 min,Lyngby,O1 Play from the Back,
271,272,1,4432.199818459997,4463.299906789996,D3 Middle / Lower Pressing,,D3 Goal Kick or Free Kick,Successful,"Intercept. -> Estab. (O1, O2, O3)",61 - 75 min,Lyngby,,
272,273,1,4480.900293221993,4502.800188815001,O1 Play from the Back,,O1 Goal Kick or Free Kick,Successful,Progress to Next Phase,61 - 75 min,Lyngby,O1 Play from the Back,
273,274,1,4502.999456815996,4537.909322222222,O2 Build Up,,O2 Throw-In,Successful,Progress to Next Phase,76 - 90 min,Lyngby,O2 Build Up,
274,275,1,4517.909322222222,4542.999898114997,O3 Break Through,Established Play,Early Through Pass or Cross,Successful,"Cross, Shot, Set-Piece or Box Entry",76 - 90 min,Lyngby,O3 Break Through,
275,276,1,4542.299285949997,4567.197218438994,O3 Break Through,Established Play,Early Through Pass or Cross,Unsuccessful,Ball Loss --> D3 Press,76 - 90 min,Lyngby,O3 Break Through,
276,277,1,4544.199565112993,4561.595831074993,O2 Build Up,,O2 Throw-In,Successful,Progress to Next Phase,76 - 90 min,Lyngby,O2 Build Up,
277,278,1,4571.2933555555555,4587.79881970699,D3 High Pressing,,After Ball Loss,Neutral,Stay In Phase,76 - 90 min,Lyngby,,
278,279,1,4585.396124415997,4604.198542641998,D3 Middle / Lower Pressing,,D3 From High to Med/Low,Successful,"Intercept. -> Estab. (O1, O2, O3)",76 - 90 min,Lyngby,,
279,280,1,4673.099588883,4698.626377777778,O2 Build Up,,O2 Free Kick,Neutral,Stay In Phase,76 - 90 min,Lyngby,O2 Build Up,
280,281,1,4696.099680579,4707.999526303996,O1 Play from the Back,,O2 to O1,Neutral,Stay In Phase,76 - 90 min,Lyngby,O1 Play from the Back,
281,282,1,4709.98664,4740.200005846999,O2 Build Up,,O2 Free Kick,Neutral,Stay In Phase,76 - 90 min,Lyngby,O2 Build Up,
282,283,1,4728.699442998999,4752.299931874,O4 Finishing,Transition,Transition After CP,Successful,Open Chance,76 - 90 min,Lyngby,O4 Finishing,True
283,284,1,4735.198159583,4758.198159583,Goal FCN,,Transition,,,,Lyngby,,True
284,285,1,4737.798713804999,4747.622477777778,O1 Play from the Back,,O2 to O1,Successful,Progress to O3-O4,76 - 90 min,Lyngby,O1 Play from the Back,
285,286,1,4821.439844444444,4837.259388888889,D3 Middle / Lower Pressing,,D3 Goal Kick or Free Kick,Successful,"Intercept. -> Estab. (O1, O2, O3)",76 - 90 min,Lyngby,,
286,287,1,4836.199189539999,4849.796488888889,O2 Build Up,,O2 After Regain,Neutral,Stay In Phase,76 - 90 min,Lyngby,O2 Build Up,
287,288,1,4844.917,4868.512788888889,O3 Break Through,Established Play,4v4 or Less On Half Pitch,Successful,Lead to O4 chance,76 - 90 min,Lyngby,O3 Break Through,
288,289,1,4846.796488888889,4864.917,O1 Play from the Back,,O2 to O1,Successful,Progress to O3-O4,76 - 90 min,Lyngby,O1 Play from the Back,
289,290,1,4848.512788888889,4871.697672829999,O4 Finishing,Established Play,Square Pass,Successful,Chance,76 - 90 min,Lyngby,O4 Finishing,
290,291,1,4854.392271211999,4883.495608331999,O3 Break Through,Established Play,1v1 Wide / Halfspace,Unsuccessful,Ball Loss --> D3 Press,76 - 90 min,Lyngby,O3 Break Through,
291,292,1,4868.195655555555,4887.697987786999,D1 Counterpress,,After O3/O4,Neutral,Establishing Pressing,76 - 90 min,Lyngby,,
292,293,1,4952.088333333333,4964.499850791001,D3 Middle / Lower Pressing,,,Neutral,Stay In Phase,76 - 90 min,Lyngby,,
293,294,1,4959.965,4987.097700041,O3 Break Through,Transition,D3 Win Ball Low/Middle,Unsuccessful,Ball Loss --> D4 Defend The Box,76 - 90 min,Lyngby,O3 Break Through,
294,295,1,4961.6033333333335,4981.195977791,D4 Defending the Box,Established Play,Chipball,Successful,Intercepted by Defence,76 - 90 min,Lyngby,,
295,296,1,4964.233133333333,4977.6033333333335,D3 Middle / Lower Pressing,,D3 Press on Throw-In,Unsuccessful,"Cross, Shot, Set-Piece or Box Entry",76 - 90 min,Lyngby,,
296,297,1,4973.791766666666,4997.399915666,D4 Defending the Box,Transition,Chipball,Neutral,"Cross, Shot, Set-Piece or Box Entry",76 - 90 min,Lyngby,,
297,298,1,4995.396412207999,5025.598860623998,D4 Defending the Box,Throw In,Long Throw,Unsuccessful,Chance,76 - 90 min,Lyngby,,
298,299,1,5029.365722222222,5061.498387639,O3 Break Through,Established Play,4v4 or Less On Half Pitch,Neutral,Keep The Ball,76 - 90 min,Lyngby,O3 Break Through,
299,300,1,5034.899660208001,5049.365722222222,O1 Play from the Back,,,Successful,Progress to O3-O4,76 - 90 min,Lyngby,O1 Play from the Back,
300,301,1,5057.399194555,5076.368522222222,O2 Build Up,,O3 to O2,Neutral,Stay In Phase,76 - 90 min,Lyngby,O2 Build Up,
301,302,1,5073.368522222222,5088.698930345999,O1 Play from the Back,,O2 to O1,Successful,Progress to Next Phase,76 - 90 min,Lyngby,O1 Play from the Back,
302,303,1,5093.198476625,5113.792377777778,O2 Build Up,,O2 Throw-In,Successful,Progress to Next Phase,76 - 90 min,Lyngby,O2 Build Up,
303,304,1,5093.792377777778,5140.072055555555,O3 Break Through,Established Play,Wide Link Up Play,Neutral,Keep The Ball,76 - 90 min,Lyngby,O3 Break Through,
304,305,1,5135.072055555555,5163.518266666667,O2 Build Up,,O3 to O2,Neutral,Stay In Phase,76 - 90 min,Lyngby,O2 Build Up,
305,306,1,5157.3925468180005,5181.599261274998,O3 Break Through,Established Play,4v4 or Less On Half Pitch,Successful,"Cross, Shot, Set-Piece or Box Entry",76 - 90 min,Lyngby,O3 Break Through,
306,307,1,5160.518266666667,5176.199656567999,O1 Play from the Back,,O2 to O1,Successful,Progress to O3-O4,76 - 90 min,Lyngby,O1 Play from the Back,
307,308,1,5162.4991826919995,5188.697779744,O4 Finishing,Established Play,Chipball,Neutral,"Cross, Shot, Set-Piece or Box Entry",76 - 90 min,Lyngby,O4 Finishing,
308,309,1,5175.098022187998,5195.398858770999,D2 Finding Balance,,After Ball Loss,Successful,"Intercept. -> Estab. (O1, O2, O3)",76 - 90 min,Lyngby,,
309,310,1,5218.299351234999,5235.8416777777775,O2 Build Up,,O2 Free Kick,Successful,Progress to Next Phase,76 - 90 min,Lyngby,O2 Build Up,
310,311,1,5223.763866666666,5247.930833333333,O3 Break Through,Transition,Transition After CP,Successful,Lead to O4 chance,76 - 90 min,Lyngby,O3 Break Through,
311,312,1,5225.8416777777775,5242.998563068997,D1 Counterpress,,After O2 build-up,Successful,Direct to O3/O4 OFF Transit,76 - 90 min,Lyngby,,
312,313,1,5227.930833333333,5250.3988119999985,O4 Finishing,Transition,Cutback,Successful,Chance,76 - 90 min,Lyngby,O4 Finishing,
313,314,1,5234.1939555555555,5259.098028681,O3 Break Through,Established Play,Wide Link Up Play,Neutral,Keep The Ball,76 - 90 min,Lyngby,O3 Break Through,
314,315,1,5239.685177777777,5264.099100777,O4 Finishing,Established Play,1v1,Neutral,"Cross, Shot, Set-Piece or Box Entry",76 - 90 min,Lyngby,O4 Finishing,
315,316,1,5268.396846291998,5309.796012706999,D3 Middle / Lower Pressing,,D3 Goal Kick or Free Kick,Successful,"Intercept. -> Estab. (O1, O2, O3)",76 - 90 min,Lyngby,,
316,317,1,5365.097050949999,5382.53556,O1 Play from the Back,,O1 Goal Kick or Free Kick,Unsuccessful,Ball Loss --> D3 Press,76 - 90 min,Lyngby,O1 Play from the Back,
317,318,1,5372.53556,5389.699459666999,D1 Counterpress,,After O2 build-up,Neutral,Establishing Pressing,76 - 90 min,Lyngby,,
318,319,1,5397.3415888888885,5409.1884666666665,D3 Middle / Lower Pressing,,D3 Press on Throw-In,Unsuccessful,"Cross, Shot, Set-Piece or Box Entry",76 - 90 min,Lyngby,,
319,320,1,5420.399200112998,5449.398943547,D4 Defending the Box,Lateral Free Kick,Back Area,Neutral,"Cross, Shot, Set-Piece or Box Entry",76 - 90 min,Lyngby,,
320,321,1,5488.299349044999,5501.940877777778,O1 Play from the Back,,O1 Goal Kick or Free Kick,Successful,Progress to Next Phase,76 - 90 min,Lyngby,O1 Play from the Back,
321,322,1,5491.747,5517.498664731999,O4 Finishing,Transition,Through Pass,Successful,Chance,76 - 90 min,Lyngby,O4 Finishing,
322,323,1,5491.874755555556,5511.747,O3 Break Through,Transition,Transition After CP,Successful,Lead to O4 chance,76 - 90 min,Lyngby,O3 Break Through,
323,324,1,5501.747,5511.747,D1 Counterpress,,After O3/O4,Successful,Direct to O3/O4 OFF Transit,76 - 90 min,Lyngby,,
324,325,1,5507.198482701999,5527.698065902998,D1 Counterpress,,After O3/O4,Neutral,Establishing Pressing,76 - 90 min,Lyngby,,
325,326,1,5508.366222222222,5513.99925304,O1 Play from the Back,,O2 to O1,Successful,Progress to O3-O4,76 - 90 min,Lyngby,O1 Play from the Back,
326,327,1,5566.698611357,5595.798166814,D4 Defending the Box,Established Play,Chipball,Neutral,"Cross, Shot, Set-Piece or Box Entry",76 - 90 min,Lyngby,,
327,328,1,5568.669988888889,5581.498908856,D3 Middle / Lower Pressing,,D3 Goal Kick or Free Kick,Neutral,Stay In Phase,76 - 90 min,Lyngby,,
328,329,1,5580.191744444444,5604.199919294999,D4 Defending the Box,Established Play,Chipball,Successful,OFF Transition,76 - 90 min,Lyngby,,
329,330,1,5584.900146711999,5609.789788128,O3 Break Through,Transition,After D4 Def. Box,Neutral,Keep The Ball,76 - 90 min,Lyngby,O3 Break Through,
330,331,1,5625.199286956998,5639.1129,O2 Build Up,,O2 Throw-In,Unsuccessful,Ball Loss --> D3 Press,76 - 90 min,Lyngby,O2 Build Up,
331,332,1,5629.294839406,5648.200047094,D1 Counterpress,,After O2 build-up,Successful,"Intercept. -> Estab. (O1, O2, O3)",76 - 90 min,Lyngby,,
332,333,1,5730.500299864999,5743.899366459001,O1 Play from the Back,,,Unsuccessful,Ball Loss --> D3 Press,76 - 90 min,Lyngby,O1 Play from the Back,
333,334,1,5734.497312207999,5750.028088888889,D1 Counterpress,,,Neutral,Establishing Pressing,76 - 90 min,Lyngby,,
334,335,1,5740.299628276,5770.2358,D2 Finding Balance,,,Successful,"Intercept. -> Estab. (O1, O2, O3)",76 - 90 min,Lyngby,,
