,code_id,period_id,timestamp,end_timestamp,code,00. Start Phase,01. Phase,02. Situation Type,Half,03. Outcomes,04. Rating,Time Period,<flag>New Flag,Opponent
0,1,1,0.0,18.07674961732397,O4 Finishing,O4 Finishing,Established Play,Square Pass,1st Half,Open Chance,Successful,0 - 15 min,True,Randers
1,2,1,0.0,18.889472235666517,O2 Build Up,O2 Build Up,,O2 Free Kick,1st Half,Progress to O4,Successful,0 - 15 min,,Randers
2,3,1,0.0,2768.2671101854944,KO,,,,,,,,,Randers
3,4,1,5.733129532666453,28.733129532666453,Goal FCN,,,Kickoff,1st Half,,,,,Randers
4,5,1,47.65609838324652,75.38248361906828,Ndividual,,,,,,,0 - 15 min,True,Randers
5,6,1,67.47892445699978,87.3178856680002,D3 Middle / Lower Pressing,,,D3 Goal Kick or Free Kick,1st Half,Stay In Phase,Neutral,0 - 15 min,,Randers
6,7,1,83.2403499233331,111.03703085333319,D4 Defending the Box,,Throw In,Long Throw,1st Half,OFF Transition,Successful,0 - 15 min,,Randers
7,8,1,92.21941666566664,121.66204886566646,O3 Break Through,O3 Break Through,Transition,After D4 Def. Box,1st Half,Ball Loss --> D3 Press,Unsuccessful,0 - 15 min,,Randers
8,9,1,98.78569255146195,122.28586021538234,def throw,,,,,,,,,Randers
9,10,1,124.21355812333326,147.0806628369998,D3 High Pressing,,,After Ball Loss,1st Half,Stay In Phase,Neutral,0 - 15 min,,Randers
10,11,1,139.65345066366655,154.97082754366664,D2 Finding Balance,,,D3 High Press on Opp. Half,1st Half,Establishing Pressing,Neutral,0 - 15 min,,Randers
11,12,1,140.21883653451107,198.02867777777777,Bench,,,,,,,0 - 15 min,True,Randers
12,13,1,152.96362117166626,181.279674554,D3 Middle / Lower Pressing,,,D3 From High to Med/Low,1st Half,Direct to O3/O4 OFF Transit,Successful,0 - 15 min,,Randers
13,14,1,175.96689386699984,200.76925502466645,O3 Break Through,O3 Break Through,Established Play,Early Through Pass or Cross,1st Half,"Cross, Shot, Set-Piece or Box Entry",Successful,0 - 15 min,,Randers
14,15,1,181.9432687473336,205.4578459919997,O4 Finishing,O4 Finishing,Established Play,Chipball,1st Half,"Cross, Shot, Set-Piece or Box Entry",Neutral,0 - 15 min,,Randers
15,16,1,183.94391348133314,194.1313439196668,O2 Build Up,O2 Build Up,,O2 After Regain,1st Half,Progress to Next Phase,Successful,0 - 15 min,,Randers
16,17,1,204.6607483039998,246.21976596133283,D3 High Pressing,,,D3 Goal Kick or Free Kick,1st Half,Stay In Phase,Neutral,0 - 15 min,,Randers
17,18,1,244.21075849233358,289.40338108299994,D3 Middle / Lower Pressing,,,D3 From High to Med/Low,1st Half,"Intercept. -> Estab. (O1, O2, O3)",Successful,0 - 15 min,,Randers
18,19,1,294.5341112273332,299.3720579513329,O1 Play from the Back,O1 Play from the Back,,O1 Throw-In,1st Half,Ball Loss --> D3 Press,Unsuccessful,0 - 15 min,,Randers
19,20,1,296.2234687869996,322.18046327633334,O3 Break Through,O3 Break Through,Transition,D3 Win Ball Low/Middle,1st Half,"Cross, Shot, Set-Piece or Box Entry",Successful,0 - 15 min,,Randers
20,21,1,297.1007258306033,325.31798888888886,Bench,,,,,,,0 - 15 min,True,Randers
21,22,1,299.9895093500002,315.2631032763334,D3 Middle / Lower Pressing,,,D3 Press on Throw-In,1st Half,Direct to O3/O4 OFF Transit,Successful,0 - 15 min,,Randers
22,23,1,303.075022372,327.7629526319998,O4 Finishing,O4 Finishing,Transition,Square Pass,1st Half,"Cross, Shot, Set-Piece or Box Entry",Neutral,0 - 15 min,,Randers
23,24,1,324.96042832200015,363.82339754166657,O4 Finishing,O4 Finishing,Corner Kick,Front Area,1st Half,"Cross, Shot, Set-Piece or Box Entry",Neutral,0 - 15 min,,Randers
24,25,1,346.51439570666633,379.7499869566669,O4 Finishing,O4 Finishing,Corner Kick,Back Area,1st Half,,,0 - 15 min,,Randers
25,26,1,349.19697855299984,360.19697855299984,off corner,,,Front Area,1st Half,,,,,Randers
26,27,1,369.26329685033335,380.26329685033335,off corner,,,Back Area,1st Half,Intercepted by Defence,Unsuccessful,,,Randers
27,28,1,381.30229386833327,414.3357557039995,D3 Middle / Lower Pressing,,,After Ball Loss,1st Half,Direct to O3/O4 OFF Transit,Successful,0 - 15 min,,Randers
28,29,1,393.8192535112703,483.42730000000006,Bench,,,,,,,0 - 15 min,True,Randers
29,30,1,395.2383154269996,422.05282569933337,O3 Break Through,O3 Break Through,Transition,D3 Win Ball Low/Middle,1st Half,Ball Loss --> D3 Press,Unsuccessful,0 - 15 min,,Randers
30,31,1,409.29551304833336,437.21813204933284,O3 Break Through,O3 Break Through,Transition,Transition After CP,1st Half,Keep The Ball,Neutral,0 - 15 min,,Randers
31,32,1,414.1290533940001,428.4330433636663,D1 Counterpress,,,After O3/O4,1st Half,Direct to O3/O4 OFF Transit,Successful,0 - 15 min,,Randers
32,33,1,418.2629402103335,446.5557246306665,O3 Break Through,O3 Break Through,Established Play,,1st Half,Keep The Ball,Neutral,0 - 15 min,,Randers
33,34,1,444.3776073479999,471.1850886690002,O2 Build Up,O2 Build Up,,O3 to O2,1st Half,Progress to Next Phase,Successful,0 - 15 min,,Randers
34,35,1,452.60600239533306,479.2987164070001,O3 Break Through,O3 Break Through,Established Play,Wide Link Up Play,1st Half,Lead to O4 chance,Successful,0 - 15 min,,Randers
35,36,1,460.16972201266645,493.92228676966675,O4 Finishing,O4 Finishing,Established Play,Square Pass,1st Half,Open Chance,Successful,0 - 15 min,,Randers
36,37,1,476.0456166916668,499.0456166916668,Goal FCN,,,Established Play,1st Half,,,,,Randers
37,38,1,500.7387966998013,511.9911880085864,Ndividual,,,,,,,0 - 15 min,True,Randers
38,39,1,528.5183807349999,546.8146661929998,D3 Middle / Lower Pressing,,,D3 Goal Kick or Free Kick,1st Half,Stay In Phase,Neutral,0 - 15 min,,Randers
39,40,1,544.9192513843332,560.6792223080001,D3 High Pressing,,,D3 From Low/Med to High,1st Half,"Intercept. -> Estab. (O1, O2, O3)",Successful,0 - 15 min,,Randers
40,41,1,560.6747066419998,597.6695189996663,O2 Build Up,O2 Build Up,,O2 After Regain,1st Half,Ball Loss --> D3 Press,Unsuccessful,0 - 15 min,True,Randers
41,42,1,608.2412695179999,630.3312217696664,D3 Middle / Lower Pressing,,,D3 Goal Kick or Free Kick,1st Half,Stay In Phase,Neutral,0 - 15 min,,Randers
42,43,1,616.4736429127724,665.5581980140187,Bench,,,,,,,0 - 15 min,True,Randers
43,44,1,624.6114113076665,643.6290766533334,D1 Counterpress,,,After O2 build-up,1st Half,Establishing Pressing,Neutral,0 - 15 min,,Randers
44,45,1,642.0029250769999,650.6476222896665,D3 Middle / Lower Pressing,,,After Ball Loss,1st Half,Stay In Phase,Neutral,0 - 15 min,,Randers
45,46,1,642.5784214104976,670.2370666666667,off throw,,,,,,,,True,Randers
46,47,1,648.661156099,657.8884107513329,D3 High Pressing,,,D3 From Low/Med to High,1st Half,"Intercept. -> Estab. (O1, O2, O3)",Successful,0 - 15 min,,Randers
47,48,1,671.3374876366665,693.021567742333,O2 Build Up,O2 Build Up,,O2 Throw-In,1st Half,Ball Loss --> D3 Press,Unsuccessful,0 - 15 min,,Randers
48,49,1,685.770042645333,697.8537746529998,D1 Counterpress,,,After O2 build-up,1st Half,Establishing Pressing,Neutral,0 - 15 min,,Randers
49,50,1,698.6243304766665,710.9279967019997,D3 High Pressing,,,D3 Press on Throw-In,1st Half,"Intercept. -> Estab. (O1, O2, O3)",Successful,0 - 15 min,,Randers
50,51,1,712.2575815263335,728.2694604999997,O1 Play from the Back,O1 Play from the Back,,O1 After Regain,1st Half,Progress to Next Phase,Successful,0 - 15 min,True,Randers
51,52,1,722.6531111111111,742.6531111111111,Ndividual,,,,,,,0 - 15 min,True,Randers
52,53,1,726.3388915606668,736.3840042269997,O2 Build Up,O2 Build Up,,O1 to O2,1st Half,Stay In Phase,Neutral,0 - 15 min,,Randers
53,54,1,734.4378961039997,742.5020567209999,O2 Build Up,O2 Build Up,,O2 Throw-In,1st Half,Stay In Phase,Neutral,0 - 15 min,,Randers
54,55,1,749.2726453046664,771.8142266716663,O2 Build Up,O2 Build Up,,O2 Free Kick,1st Half,Ball Loss --> D3 Press,Unsuccessful,0 - 15 min,,Randers
55,56,1,776.3957986296664,792.3878551199998,D3 High Pressing,,,D3 Goal Kick or Free Kick,1st Half,Stay In Phase,Neutral,0 - 15 min,,Randers
56,57,1,790.2587544540002,803.9639584016663,D3 Middle / Lower Pressing,,,D3 From High to Med/Low,1st Half,Stay In Phase,Neutral,0 - 15 min,,Randers
57,58,1,803.9987289643329,834.8400868136666,D3 Middle / Lower Pressing,,,D3 Press on Throw-In,1st Half,"Intercept. -> Estab. (O1, O2, O3)",Successful,0 - 15 min,,Randers
58,59,1,821.2870645456724,873.6313197106666,O3 Break Through,O3 Break Through,Established Play,Early Through Pass or Cross,1st Half,"Cross, Shot, Set-Piece or Box Entry",Successful,0 - 15 min,True,Randers
59,60,1,834.2845883096666,853.8448026859999,O2 Build Up,O2 Build Up,,O2 After Regain,1st Half,Progress to Next Phase,Successful,0 - 15 min,,Randers
60,61,1,854.853053,879.0943453766663,O4 Finishing,O4 Finishing,Established Play,Chipball,1st Half,"Cross, Shot, Set-Piece or Box Entry",Neutral,0 - 15 min,,Randers
61,62,1,936.4797411933332,962.1787347303332,D3 Middle / Lower Pressing,,,D3 Goal Kick or Free Kick,,"Intercept. -> Estab. (O1, O2, O3)",Successful,16 - 30 min,,Randers
62,63,1,960.752114622333,971.1721418719997,O2 Build Up,O2 Build Up,,O2 After Regain,,Ball Loss --> D3 Press,Unsuccessful,16 - 30 min,,Randers
63,64,1,985.9231660496664,1009.6372234109997,O3 Break Through,O3 Break Through,Transition,D3 Win Ball Low/Middle,,Ball Loss --> D3 Press,Unsuccessful,16 - 30 min,,Randers
64,65,1,993.9579275696665,1005.0853889053333,D3 Middle / Lower Pressing,,,D3 Goal Kick or Free Kick,,Direct to O3/O4 OFF Transit,Successful,16 - 30 min,,Randers
65,66,1,1008.5384500406662,1029.3962704956664,D3 Middle / Lower Pressing,,,After Ball Loss,,"Intercept. -> Estab. (O1, O2, O3)",Successful,16 - 30 min,,Randers
66,67,1,1027.5375750709995,1055.9936058026667,O2 Build Up,O2 Build Up,,O2 After Regain,,Progress to Next Phase,Successful,16 - 30 min,,Randers
67,68,1,1033.617847215431,1066.2440666666666,Bench,,,,,,,16 - 30 min,True,Randers
68,69,1,1036.7674970713333,1063.7723194933333,O3 Break Through,O3 Break Through,Established Play,Wide Link Up Play,,"Cross, Shot, Set-Piece or Box Entry",Successful,16 - 30 min,,Randers
69,70,1,1044.5789497293329,1068.8194937689998,O4 Finishing,O4 Finishing,Established Play,Chipball,,"Cross, Shot, Set-Piece or Box Entry",Neutral,16 - 30 min,,Randers
70,71,1,1068.1702687299996,1101.4171111433336,O4 Finishing,O4 Finishing,Corner Kick,,,"Cross, Shot, Set-Piece or Box Entry",Neutral,16 - 30 min,,Randers
71,72,1,1090.272609483,1101.272609483,off corner,,,,,,,,,Randers
72,73,1,1095.0043777777778,1115.0043777777778,Ndividual,,,,,,,16 - 30 min,True,Randers
73,74,1,1104.5270853423333,1128.5670277173335,D3 High Pressing,,,D3 Goal Kick or Free Kick,,"Cross, Shot, Set-Piece or Box Entry",Unsuccessful,16 - 30 min,,Randers
74,75,1,1125.9248092713333,1163.1089906346667,D4 Defending the Box,,Corner Kick,Front Area,,"Cross, Shot, Set-Piece or Box Entry",Neutral,16 - 30 min,,Randers
75,76,1,1150.339663862333,1171.583049212794,def corner,,,Front Area,,,,,True,Randers
76,77,1,1158.9338601453333,1178.0404328466664,D4 Defending the Box,,Established Play,Chipball,,"Cross, Shot, Set-Piece or Box Entry",Neutral,16 - 30 min,,Randers
77,78,1,1161.3310521763335,1174.0466361039998,D3 Middle / Lower Pressing,,,D3 Goal Kick or Free Kick,,"Cross, Shot, Set-Piece or Box Entry",Unsuccessful,16 - 30 min,,Randers
78,79,1,1166.7096788030792,1271.6879138321997,Bench,,,,,,,16 - 30 min,True,Randers
79,80,1,1176.0707887959998,1182.752252081,O1 Play from the Back,O1 Play from the Back,,O1 Goal Kick or Free Kick,,Progress to Next Phase,Successful,16 - 30 min,,Randers
80,81,1,1180.6307385883329,1208.5935213633334,O2 Build Up,O2 Build Up,,O1 to O2,,Stay In Phase,Neutral,16 - 30 min,,Randers
81,82,1,1206.391603546,1214.0412928773335,O1 Play from the Back,O1 Play from the Back,,O2 to O1,,Progress to Next Phase,Successful,16 - 30 min,,Randers
82,83,1,1211.8167315120002,1227.93887176,O2 Build Up,O2 Build Up,,O1 to O2,,Stay In Phase,Neutral,16 - 30 min,,Randers
83,84,1,1226.0965886229997,1238.9433293719997,O1 Play from the Back,O1 Play from the Back,,O2 to O1,,Progress to Next Phase,Successful,16 - 30 min,,Randers
84,85,1,1242.582996481667,1262.0694670103333,O2 Build Up,O2 Build Up,,O2 Free Kick,,Progress to Next Phase,Successful,16 - 30 min,,Randers
85,86,1,1242.9799480833333,1269.5130843799998,O3 Break Through,O3 Break Through,Established Play,Wide Link Up Play,,"Cross, Shot, Set-Piece or Box Entry",Successful,16 - 30 min,True,Randers
86,87,1,1270.348319036333,1314.1328444246662,O4 Finishing,O4 Finishing,Corner Kick,Back Area,,DEF Transition,Unsuccessful,16 - 30 min,,Randers
87,88,1,1297.6881687409996,1308.6881687409996,off corner,,,Back Area,,,,,True,Randers
88,89,1,1309.738850881,1322.3754793183332,D2 Finding Balance,,,After Offensive Set-Piece,,Establishing Pressing,Neutral,16 - 30 min,,Randers
89,90,1,1320.9016821139999,1358.9042029629998,D3 Middle / Lower Pressing,,,D3 Goal Kick or Free Kick,,"Intercept. -> Estab. (O1, O2, O3)",Successful,16 - 30 min,True,Randers
90,91,1,1365.013991968,1381.5760191836664,O1 Play from the Back,O1 Play from the Back,,O1 Throw-In,,Ball Loss --> D4 Defend The Box,Unsuccessful,16 - 30 min,,Randers
91,92,1,1368.0998240836666,1388.9706440366663,D4 Defending the Box,,Transition,Chipball,,"Cross, Shot, Set-Piece or Box Entry",Neutral,16 - 30 min,,Randers
92,93,1,1386.9852794956666,1416.2113393676664,D3 Middle / Lower Pressing,,,After Ball Loss,,"Intercept. -> Estab. (O1, O2, O3)",Successful,16 - 30 min,,Randers
93,94,1,1411.8978379516666,1435.8287098313335,D1 Counterpress,,,Transition on Transition,,"Cross, Shot, Set-Piece or Box Entry",Unsuccessful,16 - 30 min,,Randers
94,95,1,1432.2597281386666,1471.124878108,D4 Defending the Box,,Lateral Free Kick,Central Area,,"Cross, Shot, Set-Piece or Box Entry",Neutral,16 - 30 min,,Randers
95,96,1,1453.2536678389997,1464.2536678389997,def free kick,,,,,,,,True,Randers
96,97,1,1459.533153261333,1478.7681376130001,D4 Defending the Box,,Established Play,Chipball,,"Cross, Shot, Set-Piece or Box Entry",Neutral,16 - 30 min,,Randers
97,98,1,1466.2108974626667,1489.7731472743333,D4 Defending the Box,,Established Play,Chipball,,OFF Transition,Successful,16 - 30 min,,Randers
98,99,1,1471.131284138333,1500.8280361443333,O3 Break Through,O3 Break Through,Transition,After D4 Def. Box,,Keep The Ball,Neutral,16 - 30 min,,Randers
99,100,1,1539.6215535503331,1573.0131022575072,O2 Build Up,O2 Build Up,,O2 Free Kick,,Progress to Next Phase,Successful,16 - 30 min,True,Randers
100,101,1,1553.3673015873017,1573.3673015873017,O3 Break Through,O3 Break Through,Established Play,Early Through Pass or Cross,,Ball Loss --> D3 Press,Unsuccessful,16 - 30 min,,Randers
101,102,1,1561.1997759253331,1574.0350091723328,D1 Counterpress,,,After O2 build-up,,Establishing Pressing,Neutral,16 - 30 min,,Randers
102,103,1,1575.4515789406669,1585.8583792449997,D3 High Pressing,,,After Ball Loss,,Stay In Phase,Neutral,16 - 30 min,,Randers
103,104,1,1583.7519701369997,1596.2797683316662,D3 Middle / Lower Pressing,,,D3 From High to Med/Low,,"Intercept. -> Estab. (O1, O2, O3)",Successful,16 - 30 min,,Randers
104,105,1,1587.110117021017,1627.3414111111108,Bench,,,,,,,16 - 30 min,True,Randers
105,106,1,1600.812176037333,1608.5905860033329,O1 Play from the Back,O1 Play from the Back,,O1 Goal Kick or Free Kick,,Progress to Next Phase,Successful,16 - 30 min,,Randers
106,107,1,1604.1526969263332,1629.047567257333,O3 Break Through,O3 Break Through,Throw In,Quick Restart,,"Cross, Shot, Set-Piece or Box Entry",Successful,16 - 30 min,,Randers
107,108,1,1606.4211465866667,1615.6811530569998,O2 Build Up,O2 Build Up,,O1 to O2,,Ball Loss --> D3 Press,Unsuccessful,16 - 30 min,,Randers
108,109,1,1606.9601070069998,1620.474783211333,D1 Counterpress,,,After O2 build-up,,"Intercept. -> Estab. (O1, O2, O3)",Successful,16 - 30 min,,Randers
109,110,1,1609.990973949333,1635.7961171426666,O4 Finishing,O4 Finishing,Throw In,Quick Restart,,"Cross, Shot, Set-Piece or Box Entry",Neutral,16 - 30 min,,Randers
110,111,1,1634.066570445,1645.3412358276667,D3 High Pressing,,,D3 Goal Kick or Free Kick,,Stay In Phase,Neutral,16 - 30 min,,Randers
111,112,1,1648.5075059459998,1683.4274327696664,D3 Middle / Lower Pressing,,,D3 Goal Kick or Free Kick,,Stay In Phase,Neutral,16 - 30 min,True,Randers
112,113,1,1681.3613774449998,1690.703255929333,D3 Middle / Lower Pressing,,,After Ball Loss,,"Intercept. -> Estab. (O1, O2, O3)",Successful,16 - 30 min,,Randers
113,114,1,1696.5443882059997,1713.239600151666,O1 Play from the Back,O1 Play from the Back,,O1 Goal Kick or Free Kick,,Ball Loss --> D3 Press,Unsuccessful,16 - 30 min,,Randers
114,115,1,1713.8886289699994,1732.0131431633336,D3 Middle / Lower Pressing,,,D3 Press on Throw-In,,Direct to O3/O4 OFF Transit,Successful,16 - 30 min,,Randers
115,116,1,1713.9777250199995,1741.0948566549998,O3 Break Through,O3 Break Through,Transition,D3 Win Ball Low/Middle,,Keep The Ball,Neutral,16 - 30 min,,Randers
116,117,1,1739.5804780746666,1799.4082963200829,O2 Build Up,O2 Build Up,,O2 After Regain,,Ball Loss --> D3 Press,Unsuccessful,16 - 30 min,True,Randers
117,118,1,1804.2656845959996,1813.4555785309994,D3 High Pressing,,,After Ball Loss,,Direct to O3/O4 OFF Transit,Successful,31 - 45 min,,Randers
118,119,1,1810.176411526876,1818.6222185299991,O3 Break Through,O3 Break Through,Transition,D3 High Press on Opp. Half,,Ball Loss --> D3 Press,Unsuccessful,31 - 45 min,,Randers
119,120,1,1811.2663156569997,1830.6654225339998,D2 Finding Balance,,,After Ball Loss,,"Intercept. -> Estab. (O1, O2, O3)",Successful,31 - 45 min,,Randers
120,121,1,1829.7908443273332,1893.6779479748182,D3 Middle / Lower Pressing,,,After Ball Loss,,"Cross, Shot, Set-Piece or Box Entry",Unsuccessful,31 - 45 min,True,Randers
121,122,1,1878.354421601333,1897.5802589686664,D4 Defending the Box,,Established Play,Chipball,,Intercepted by Defence,Successful,31 - 45 min,,Randers
