,code_id,period_id,timestamp,end_timestamp,code,00. Start Phase,01. Phase,02. Situation Type,Half,04. Rating,03. Outcomes,Opponent,Time Period,<flag>New Flag
0,1,1,0.0,26.81036932500038,O3 Break Through,O3 Break Through,Transition,Transition After CP,1st Half,Successful,"Cross, Shot, Set-Piece or Box Entry",Horsens,0 - 15 min,
1,2,1,0.3790709276669588,11.669764820999973,O2 Build Up,O2 Build Up,,O2 Free Kick,1st Half,Unsuccessful,Ball Loss --> D3 Press,Horsens,0 - 15 min,
2,3,1,1.6996945479301928,3064.5748980229814,KO,,,,1st Half,,,Horsens,45+ min,
3,4,1,3.0594049100001826,18.681597531333352,D1 Counterpress,,,After O2 build-up,1st Half,Successful,Direct to O3/O4 OFF Transit,Horsens,0 - 15 min,
4,5,1,7.616590354000152,30.420917187000214,O4 Finishing,O4 Finishing,Transition,Chipball,1st Half,Neutral,"Cross, Shot, Set-Piece or Box Entry",Horsens,0 - 15 min,
5,6,1,28.635063179333315,52.917650438333595,O2 Build Up,O2 Build Up,,O2 After Regain,1st Half,Successful,Progress to Next Phase,Horsens,0 - 15 min,
6,7,1,34.769735341333785,57.6859544306669,O3 Break Through,O3 Break Through,Established Play,Wide Link Up Play,1st Half,Successful,"Cross, Shot, Set-Piece or Box Entry",Horsens,0 - 15 min,
7,8,1,38.52453914500035,61.28719195766672,O4 Finishing,O4 Finishing,Established Play,Chipball,1st Half,Neutral,"Cross, Shot, Set-Piece or Box Entry",Horsens,0 - 15 min,
8,9,1,54.24255899000053,66.53552619300046,D1 Counterpress,,,After O3/O4,1st Half,Neutral,Establishing Pressing,Horsens,0 - 15 min,
9,10,1,69.62723643966677,86.46503297699991,D3 High Pressing,,,D3 Press on Throw-In,1st Half,Successful,"Intercept. -> Estab. (O1, O2, O3)",Horsens,0 - 15 min,
10,11,1,84.75064047633373,141.5632754333335,O2 Build Up,O2 Build Up,,O2 After Regain,1st Half,Successful,Progress to O4,Horsens,0 - 15 min,
11,12,1,122.68188383700056,150.20835040700024,O4 Finishing,O4 Finishing,Established Play,Through Pass,1st Half,Neutral,"Cross, Shot, Set-Piece or Box Entry",Horsens,0 - 15 min,
12,13,1,133.36374663966706,165.764988217667,O4 Finishing,O4 Finishing,Corner Kick,Back Area,1st Half,,,Horsens,0 - 15 min,
13,14,1,157.16132275933364,168.16132275933364,off corner,,,Back Area,1st Half,Neutral,"Cross, Shot, Set-Piece or Box Entry",Horsens,,
14,15,1,160.1488675556671,183.37199667833352,D1 Counterpress,,,After O3/O4,1st Half,Successful,"Intercept. -> Estab. (O1, O2, O3)",Horsens,0 - 15 min,
15,16,1,171.52036553061393,257.0175217983261,Goal FCN,,,Established Play,1st Half,,,Horsens,,True
16,17,1,183.46302599533362,203.7748889356667,O2 Build Up,O2 Build Up,,O2 After Regain,1st Half,Successful,Progress to Next Phase,Horsens,0 - 15 min,
17,18,1,184.79722625333335,213.3378024370005,O3 Break Through,O3 Break Through,Established Play,Early Through Pass or Cross,1st Half,Successful,Lead to O4 chance,Horsens,0 - 15 min,
18,19,1,194.10395633933342,217.8744191226673,O4 Finishing,O4 Finishing,Established Play,Through Pass,1st Half,Successful,Open Chance,Horsens,0 - 15 min,True
19,20,1,254.9091655893336,268.7445150870001,D3 Middle / Lower Pressing,,,D3 Goal Kick or Free Kick,1st Half,Successful,"Intercept. -> Estab. (O1, O2, O3)",Horsens,0 - 15 min,
20,21,1,266.38668461468,279.1875894640022,O1 Play from the Back,O1 Play from the Back,,O2 to O1,1st Half,Unsuccessful,Ball Loss --> D3 Press,Horsens,0 - 15 min,True
21,22,1,266.7348445413336,272.5711940896671,O2 Build Up,O2 Build Up,,O2 After Regain,1st Half,Neutral,Stay In Phase,Horsens,0 - 15 min,
22,23,1,275.3284555406667,302.87491795300025,D3 Middle / Lower Pressing,,,After Ball Loss,1st Half,Neutral,Stay In Phase,Horsens,0 - 15 min,
23,24,1,275.4920543166705,329.6066555555555,Bench,,,,,,,Horsens,0 - 15 min,True
24,25,1,301.83108778099995,309.69542318433355,D3 Middle / Lower Pressing,,,After Ball Loss,1st Half,Neutral,Stay In Phase,Horsens,0 - 15 min,
25,26,1,307.3934137900002,330.1095330766666,O3 Break Through,O3 Break Through,Transition,Transition After CP,1st Half,Neutral,Keep The Ball,Horsens,0 - 15 min,
26,27,1,307.524757080667,319.23985665766656,D3 High Pressing,,,D3 From Low/Med to High,1st Half,Successful,"Intercept. -> Estab. (O1, O2, O3)",Horsens,0 - 15 min,
27,28,1,311.08490080800016,323.55166314833343,D1 Counterpress,,,After O2 build-up,1st Half,Successful,Direct to O3/O4 OFF Transit,Horsens,0 - 15 min,
28,29,1,328.3238244500002,378.83121991266705,O2 Build Up,O2 Build Up,,O2 After Regain,1st Half,Unsuccessful,Ball Loss --> D3 Press,Horsens,0 - 15 min,
29,30,1,370.221799679,386.0748547159999,D1 Counterpress,,,After O2 build-up,1st Half,Neutral,Establishing Pressing,Horsens,0 - 15 min,
30,31,1,384.0184821476671,398.64378227366683,D3 Middle / Lower Pressing,,,After Ball Loss,1st Half,Neutral,Stay In Phase,Horsens,0 - 15 min,
31,32,1,403.9195884756672,426.0513664866668,D3 Middle / Lower Pressing,,,D3 Press on Throw-In,1st Half,Unsuccessful,"Cross, Shot, Set-Piece or Box Entry",Horsens,0 - 15 min,
32,33,1,406.81754610033374,429.55749444133335,O4 Finishing,O4 Finishing,Throw In,Long Throw,1st Half,Neutral,"Cross, Shot, Set-Piece or Box Entry",Horsens,0 - 15 min,
33,34,1,429.75097801100003,448.27285656000026,D3 Middle / Lower Pressing,,,D3 Press on Throw-In,1st Half,Neutral,Stay In Phase,Horsens,0 - 15 min,
34,35,1,458.7811459176671,467.74238480500037,D3 Middle / Lower Pressing,,,D3 Press on Throw-In,1st Half,Successful,"Intercept. -> Estab. (O1, O2, O3)",Horsens,0 - 15 min,
35,36,1,461.2747338413336,491.1135011710003,O3 Break Through,O3 Break Through,Established Play,1v1 Wide / Halfspace,1st Half,Successful,"Cross, Shot, Set-Piece or Box Entry",Horsens,0 - 15 min,
36,37,1,463.4154569595757,489.2016906536698,O4 Finishing,O4 Finishing,Established Play,Square Pass,1st Half,Neutral,"Cross, Shot, Set-Piece or Box Entry",Horsens,0 - 15 min,True
37,38,1,463.6515105965408,489.15303525531436,O1 Play from the Back,O1 Play from the Back,,O1 Goal Kick or Free Kick,1st Half,Neutral,Stay In Phase,Horsens,0 - 15 min,True
38,39,1,471.9946132423337,480.47647646233327,O2 Build Up,O2 Build Up,,O1 to O2,1st Half,Successful,Progress to Next Phase,Horsens,0 - 15 min,
39,40,1,490.63379522433377,521.8843274196672,O3 Break Through,O3 Break Through,Transition,D3 High Press on Opp. Half,1st Half,Successful,"Cross, Shot, Set-Piece or Box Entry",Horsens,0 - 15 min,
40,41,1,491.65022222222217,521.6502222222222,Bench,,,,,,,Horsens,0 - 15 min,True
41,42,1,496.97184860233335,509.7003475200004,D3 High Pressing,,,After Ball Loss,1st Half,Successful,Direct to O3/O4 OFF Transit,Horsens,0 - 15 min,
42,43,1,515.5997577926669,550.3143215656668,O4 Finishing,O4 Finishing,Lateral Free Kick,Back Area,1st Half,,,Horsens,0 - 15 min,
43,44,1,539.4460984246668,550.4460984246668,off free kick,,,Back Area,1st Half,Neutral,"Cross, Shot, Set-Piece or Box Entry",Horsens,,
44,45,1,542.9180806876667,568.6130925053337,O3 Break Through,O3 Break Through,Throw In,Long Throw,1st Half,Successful,"Cross, Shot, Set-Piece or Box Entry",Horsens,0 - 15 min,
45,46,1,549.430495504667,572.7493584913339,O4 Finishing,O4 Finishing,Throw In,Long Throw,1st Half,Neutral,"Cross, Shot, Set-Piece or Box Entry",Horsens,0 - 15 min,
46,47,1,570.759915345667,605.027482548667,O4 Finishing,O4 Finishing,Corner Kick,Short Variation,1st Half,Neutral,"Cross, Shot, Set-Piece or Box Entry",Horsens,0 - 15 min,
47,48,1,591.2127133570003,602.2127133570003,off corner,,,Short Variation,1st Half,,,Horsens,,
48,49,1,596.6287628376673,634.6085858346669,O4 Finishing,O4 Finishing,Corner Kick,Back Area,1st Half,Neutral,"Cross, Shot, Set-Piece or Box Entry",Horsens,0 - 15 min,
49,50,1,619.8291568416671,630.8291568416671,off corner,,,,1st Half,,,Horsens,,
50,51,1,637.5265751113335,657.1188346873333,D3 High Pressing,,,D3 Goal Kick or Free Kick,1st Half,Successful,"Intercept. -> Estab. (O1, O2, O3)",Horsens,0 - 15 min,
51,52,1,654.9573506796668,676.5405260006672,O2 Build Up,O2 Build Up,,O2 After Regain,1st Half,Successful,Progress to Next Phase,Horsens,0 - 15 min,
52,53,1,657.6111751569999,680.6944741996668,O3 Break Through,O3 Break Through,Established Play,Wide Link Up Play,1st Half,Successful,"Cross, Shot, Set-Piece or Box Entry",Horsens,0 - 15 min,
53,54,1,674.3424230303337,703.9680789403336,O4 Finishing,O4 Finishing,Corner Kick,Front Area,1st Half,,,Horsens,0 - 15 min,
54,55,1,695.4620654540001,706.4620654540001,off corner,O2 Build Up,,O3 to O2,1st Half,Neutral,"Cross, Shot, Set-Piece or Box Entry",Horsens,,
55,56,1,702.1502288536665,745.341981754667,O2 Build Up,O2 Build Up,,O3 to O2,1st Half,Unsuccessful,Ball Loss --> D3 Press,Horsens,0 - 15 min,
56,57,1,746.9502893183336,775.3858388340005,O3 Break Through,O3 Break Through,Transition,D3 High Press on Opp. Half,1st Half,Successful,"Cross, Shot, Set-Piece or Box Entry",Horsens,0 - 15 min,
57,58,1,748.4054104033338,766.1186428160005,D3 High Pressing,,,D3 Press on Throw-In,1st Half,Successful,Direct to O3/O4 OFF Transit,Horsens,0 - 15 min,
58,59,1,757.4933080606665,778.7882007973336,O4 Finishing,O4 Finishing,,,1st Half,,,Horsens,0 - 15 min,
59,60,1,759.1962848746668,784.3145320840003,O4 Finishing,O4 Finishing,Transition,1v1,1st Half,Neutral,"Cross, Shot, Set-Piece or Box Entry",Horsens,0 - 15 min,
60,61,1,782.5290336436669,794.6974396933336,D3 High Pressing,,,D3 Goal Kick or Free Kick,1st Half,Neutral,Stay In Phase,Horsens,0 - 15 min,
61,62,1,791.6090172703338,809.9008298760004,D4 Defending the Box,,Established Play,Square Pass,1st Half,Neutral,"Cross, Shot, Set-Piece or Box Entry",Horsens,0 - 15 min,
62,63,1,792.6635281653333,806.7778790950001,D3 Middle / Lower Pressing,,,D3 From High to Med/Low,1st Half,Unsuccessful,"Cross, Shot, Set-Piece or Box Entry",Horsens,0 - 15 min,
63,64,1,807.9156576290002,830.4915877090002,D3 Middle / Lower Pressing,,,After Ball Loss,1st Half,Successful,"Intercept. -> Estab. (O1, O2, O3)",Horsens,0 - 15 min,
64,65,1,828.3943114020002,838.2019556076671,O1 Play from the Back,O1 Play from the Back,,O1 After Regain,1st Half,Unsuccessful,Ball Loss --> D3 Press,Horsens,0 - 15 min,
65,66,1,835.6678497923333,854.4787300330001,D4 Defending the Box,,Established Play,Chipball,1st Half,Neutral,"Cross, Shot, Set-Piece or Box Entry",Horsens,0 - 15 min,
66,67,1,836.5822308960003,850.5970003406671,D3 Middle / Lower Pressing,,,After Ball Loss,1st Half,Unsuccessful,"Cross, Shot, Set-Piece or Box Entry",Horsens,0 - 15 min,
67,68,1,853.7780151420002,861.4348599840005,D3 Middle / Lower Pressing,,,After Ball Loss,1st Half,Successful,"Intercept. -> Estab. (O1, O2, O3)",Horsens,0 - 15 min,
68,69,1,862.9533041316672,867.6468609536671,O2 Build Up,O2 Build Up,,O2 Throw-In,1st Half,Unsuccessful,Ball Loss --> D3 Press,Horsens,0 - 15 min,
69,70,1,867.2423758303332,875.4531777590003,D3 Middle / Lower Pressing,,,After Ball Loss,1st Half,Neutral,Stay In Phase,Horsens,0 - 15 min,
70,71,1,873.2764862223337,893.0711309056669,D3 High Pressing,,,D3 From Low/Med to High,1st Half,Successful,"Intercept. -> Estab. (O1, O2, O3)",Horsens,0 - 15 min,
71,72,1,890.9588184966667,903.0343261923333,O1 Play from the Back,O1 Play from the Back,,O1 After Regain,1st Half,Unsuccessful,Ball Loss --> D3 Press,Horsens,0 - 15 min,
72,73,1,903.747990799,923.5741361036669,D3 Middle / Lower Pressing,,,D3 Press on Throw-In,1st Half,Unsuccessful,"Cross, Shot, Set-Piece or Box Entry",Horsens,16 - 30 min,
73,74,1,908.4102512423083,927.878746538,D4 Defending the Box,,Established Play,Square Pass,1st Half,Neutral,"Cross, Shot, Set-Piece or Box Entry",Horsens,16 - 30 min,True
74,75,1,927.6345116316668,933.5412706263337,O1 Play from the Back,O1 Play from the Back,,O1 Goal Kick or Free Kick,1st Half,Successful,Progress to Next Phase,Horsens,16 - 30 min,True
75,76,1,931.3406185403335,986.496002088667,O2 Build Up,O2 Build Up,,O1 to O2,1st Half,Unsuccessful,Ball Loss --> D3 Press,Horsens,16 - 30 min,
76,77,1,942.1976147499968,970.1976147499968,O3 Break Through,O3 Break Through,Established Play,Wide Link Up Play,,Unsuccessful,Ball Loss --> D3 Press,Horsens,16 - 30 min,
77,78,1,986.0595919233335,1005.1764105716668,D3 High Pressing,,,D3 Goal Kick or Free Kick,1st Half,Successful,"Intercept. -> Estab. (O1, O2, O3)",Horsens,16 - 30 min,
78,79,1,1002.9424647643336,1036.630027315667,O2 Build Up,O2 Build Up,,O2 After Regain,1st Half,Successful,Progress to Next Phase,Horsens,16 - 30 min,
79,80,1,1013.2949069729984,1041.2949069729984,O3 Break Through,O3 Break Through,Established Play,Early Through Pass or Cross,,Unsuccessful,Ball Loss --> D3 Press,Horsens,16 - 30 min,
80,81,1,1041.055695679667,1052.3677183389998,D3 High Pressing,,,After Ball Loss,1st Half,Successful,"Intercept. -> Estab. (O1, O2, O3)",Horsens,16 - 30 min,
81,82,1,1050.9004999823335,1079.581989132,O2 Build Up,O2 Build Up,,O2 Throw-In,1st Half,Successful,Progress to Next Phase,Horsens,16 - 30 min,
82,83,1,1060.477809318667,1084.61508191,O3 Break Through,O3 Break Through,Established Play,Early Through Pass or Cross,1st Half,Unsuccessful,Ball Loss --> D3 Press,Horsens,16 - 30 min,
83,84,1,1097.2387498173334,1111.2480031863336,D3 High Pressing,,,D3 Goal Kick or Free Kick,1st Half,Neutral,Stay In Phase,Horsens,16 - 30 min,
84,85,1,1109.1907267023334,1133.8179697466667,D3 Middle / Lower Pressing,,,D3 From High to Med/Low,1st Half,Successful,"Intercept. -> Estab. (O1, O2, O3)",Horsens,16 - 30 min,
85,86,1,1143.5632262606666,1213.5174125510007,O2 Build Up,O2 Build Up,,O2 Free Kick,1st Half,Unsuccessful,Ball Loss --> D3 Press,Horsens,16 - 30 min,True
86,87,1,1214.7188232813337,1227.9121985626675,D3 High Pressing,,,After Ball Loss,1st Half,Successful,"Intercept. -> Estab. (O1, O2, O3)",Horsens,16 - 30 min,
87,88,1,1226.0937539736667,1275.5594879303344,O2 Build Up,O2 Build Up,,O2 After Regain,1st Half,Unsuccessful,Ball Loss --> D3 Press,Horsens,16 - 30 min,
88,89,1,1251.4939525003338,1266.4939525003338,O1 Play from the Back,O1 Play from the Back,,O2 to O1,,Successful,Progress to Next Phase,Horsens,16 - 30 min,
89,90,1,1267.9164562793335,1287.9461249610001,D1 Counterpress,,,After O2 build-up,1st Half,Neutral,Establishing Pressing,Horsens,16 - 30 min,
90,91,1,1275.802668446334,1311.8722082816673,O3 Break Through,O3 Break Through,Transition,D3 Win Ball Low/Middle,1st Half,Successful,"Cross, Shot, Set-Piece or Box Entry",Horsens,16 - 30 min,
91,92,1,1288.1162444444444,1318.1162444444444,Bench,,,,,,,Horsens,16 - 30 min,
92,93,1,1288.6022997636671,1294.860747684,D3 Middle / Lower Pressing,,,After Ball Loss,1st Half,Successful,Direct to O3/O4 OFF Transit,Horsens,16 - 30 min,
93,94,1,1292.9985093133334,1318.6051228290003,O4 Finishing,O4 Finishing,Transition,1v1,1st Half,Neutral,"Cross, Shot, Set-Piece or Box Entry",Horsens,16 - 30 min,
94,95,1,1317.1459956906665,1361.4206109413333,O2 Build Up,O2 Build Up,,O2 Throw-In,1st Half,Unsuccessful,Ball Loss --> D3 Press,Horsens,16 - 30 min,
95,96,1,1353.3691282036668,1365.0795560596669,D1 Counterpress,,,After O2 build-up,1st Half,Successful,"Intercept. -> Estab. (O1, O2, O3)",Horsens,16 - 30 min,
96,97,1,1362.9016938160005,1389.4734396996669,O2 Build Up,O2 Build Up,,O2 After Regain,1st Half,Unsuccessful,Ball Loss --> D3 Press,Horsens,16 - 30 min,True
97,98,1,1381.327092986,1404.609789687334,O3 Break Through,O3 Break Through,Transition,Transition After CP,1st Half,Successful,Lead to O4 chance,Horsens,16 - 30 min,
98,99,1,1382.0533645369997,1400.4816615443333,D1 Counterpress,,,After O2 build-up,1st Half,Successful,Direct to O3/O4 OFF Transit,Horsens,16 - 30 min,
99,100,1,1385.344654422334,1430.633761411,O4 Finishing,O4 Finishing,Transition,Through Pass,1st Half,Successful,Open Chance,Horsens,16 - 30 min,
100,101,1,1722.7762457266674,1749.6610987360004,O4 Finishing,O4 Finishing,Corner Kick,Back Area,1st Half,,,Horsens,16 - 30 min,
101,102,1,1730.722254023399,1748.4026361364388,off corner,O4 Finishing,Corner Kick,Back Area,1st Half,Neutral,"Cross, Shot, Set-Piece or Box Entry",Horsens,,True
102,103,1,1755.892349325333,1771.129799773729,D3 High Pressing,,,D3 Goal Kick or Free Kick,1st Half,Successful,"Intercept. -> Estab. (O1, O2, O3)",Horsens,16 - 30 min,True
103,104,1,1765.8992257770005,1812.1126932490004,O2 Build Up,O2 Build Up,,O2 After Regain,1st Half,Unsuccessful,Ball Loss --> D3 Press,Horsens,16 - 30 min,
104,105,1,1811.348862313334,1818.389599924,D3 High Pressing,,,After Ball Loss,1st Half,Successful,"Intercept. -> Estab. (O1, O2, O3)",Horsens,31 - 45 min,
105,106,1,1816.091889948,1826.7186920416668,O2 Build Up,O2 Build Up,,O2 After Regain,1st Half,Unsuccessful,Ball Loss --> D3 Press,Horsens,31 - 45 min,
106,107,1,1818.4761713746664,1832.158200737333,D1 Counterpress,,,After O2 build-up,1st Half,Successful,"Intercept. -> Estab. (O1, O2, O3)",Horsens,31 - 45 min,
107,108,1,1831.5471315213333,1855.2083181633338,O2 Build Up,O2 Build Up,,O2 After Regain,1st Half,Successful,Progress to Next Phase,Horsens,31 - 45 min,
108,109,1,1836.1108623826663,1876.385293348333,O3 Break Through,O3 Break Through,Established Play,,1st Half,Neutral,Keep The Ball,Horsens,31 - 45 min,
109,110,1,1874.2310848233333,1902.573687714667,O2 Build Up,O2 Build Up,,O3 to O2,1st Half,Unsuccessful,Ball Loss --> D3 Press,Horsens,31 - 45 min,
